accession	start	end	domain
Q9H4E7	218	312	PH domain
Q9H2T7	30	94	Importin-beta N-terminal domain
Q9H2T7	420	655	Exportin-7-like, TPR repeats
Q5EBL4	295	357	Rab interacting lysosomal protein
Q5EBL4	26	88	RILP homology 1 domain
O75339	921	1119	Cartilage intermediate layer protein 1-like, C-terminal
O75339	751	918	Cartilage intermediate layer protein 1-like domain
O75339	309	379	Immunoglobulin domain
O75339	56	139	Mucin-2 protein WxxW repeating region
O75339	402	472	Cartilage intermediate layer protein 1-like domain
O75339	487	575	Cartilage intermediate layer protein 1-like domain
O75339	153	200	Thrombospondin type 1 domain
Q8N142	35	454	Adenylosuccinate synthetase
P51684	63	316	7 transmembrane receptor (rhodopsin family)
Q8WXF0	12	81	RNA recognition motif
P0CL83	15	89	Stromalin conservative domain
P0CL83	161	190	Cohesin subunit SCC3/SA, HEAT-repeats domain
Q5JRM2	1	360	Uncharacterized protein CXorf66
Q9Y3M2	2	116	Chibby family
Q9ULL1	117	291	RhoGEF domain
Q9ULL1	318	413	SOS1/NGEF-like PH domain
Q92845	13	720	Kinesin-associated protein (KAP)
Q9BU20	57	200	Ras family
A0A1B0GTU2	9	55	Cortexin of kidney
P43146	1148	1445	Neogenin C-terminus
P43146	141	222	Immunoglobulin I-set domain
P43146	241	327	Immunoglobulin I-set domain
P43146	333	417	Immunoglobulin I-set domain
P43146	430	519	Fibronectin type III domain
P43146	530	613	Fibronectin type III domain
P43146	625	712	Fibronectin type III domain
P43146	727	808	Fibronectin type III domain
P43146	846	932	Fibronectin type III domain
P43146	946	1037	Fibronectin type III domain
Q8NGF1	34	308	Olfactory receptor
O00487	27	138	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
O00487	228	307	26S proteasome regulatory subunit RPN11 C-terminal domain
Q9H6X5	466	641	Domain of unknown function (DUF4614)
P35269	3	517	Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)
Q9UNP9	143	298	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q9UNP9	8	78	RNA recognition motif
P19438	358	440	Death domain
P19438	84	125	TNFR/NGFR cysteine-rich region
P19438	127	166	TNFR/NGFR cysteine-rich region
P62745	7	178	Ras family
Q9BTY7	113	287	Domain of unknown function (DUF383)
Q9BTY7	292	345	Domain of unknown function (DUF384)
O60716	397	436	Armadillo/beta-catenin-like repeat
O60716	440	481	Armadillo/beta-catenin-like repeat
O60716	658	693	Armadillo/beta-catenin-like repeat
O60716	703	738	Armadillo/beta-catenin-like repeat
Q9NZ09	459	498	Ubiquitin-associated protein 1, UBA2 domain
Q9NZ09	388	430	UBA-like domain
P78381	32	339	Nucleotide-sugar transporter
Q92830	86	336	PCAF (P300/CBP-associated factor) N-terminal domain
Q92830	738	818	Bromodomain
Q92830	535	627	Acetyltransferase (GNAT) family
P28360	173	229	Homeodomain
P07992	100	213	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
P07992	239	287	Helix-hairpin-helix domain
Q8WUQ7	634	758	Cactus-binding C-terminus of cactin protein
Q8WUQ7	270	457	Conserved mid region of cactin
P33778	20	101	Core histone H2A/H2B/H3/H4 domain
A0A0A0MS15	31	118	Immunoglobulin V-set domain
P60880	91	142	SNAP-25 family
Q567U6	22	128	CCDC93 protein N-terminal domain
Q567U6	175	625	CCDC93 coiled-coil domain
Q9H0H0	26	1129	Integrator complex subunit 2
Q9HBE4	39	148	Interleukin 15
Q504U0	5	87	Renal cancer differentiation gene 1 protein
Q9UPU9	324	381	SAM domain (Sterile alpha motif)
Q9UPU9	13	47	RNA-binding protein vts1-like domain
Q9UPU9	55	154	SMAUG-like PHAT domain
Q6DN72	207	280	Immunoglobulin domain
Q6DN72	24	86	Immunoglobulin domain
Q6DN72	112	200	Immunoglobulin domain
Q92613	254	365	PHD-zinc-finger like domain
Q92613	215	248	PHD-finger
Q92613	57	177	Enhancer of polycomb-like
O94973	30	587	Adaptin N terminal region
O94973	825	939	Alpha adaptin AP2, C-terminal domain
O94973	713	817	Adaptin C-terminal domain
Q6P461	78	420	AMP-binding enzyme
Q6P1L5	215	528	Protein Family FAM117
Q96A00	1	128	PKC-activated protein phosphatase-1 inhibitor
A0A096LP55	28	91	Ubiquinol-cytochrome C reductase hinge protein
Q96EH5	9	49	Ribosomal L39 protein
Q6PJT7	601	618	RNA-binding, Nab2-type zinc finger
Q6PJT7	621	639	RNA-binding, Nab2-type zinc finger
Q6PJT7	641	656	RNA-binding, Nab2-type zinc finger
Q6PJT7	681	698	RNA-binding, Nab2-type zinc finger
Q6PJT7	701	717	RNA-binding, Nab2-type zinc finger
P51589	44	497	Cytochrome P450
Q8IYW5	16	64	Prokaryotic RING finger family 4
Q6Y2X3	531	619	Cleavage inducing molecular chaperone
Q6Y2X3	444	504	DnaJ domain
Q9Y2Q1	173	195	Zinc finger, C2H2 type
Q9Y2Q1	201	223	Zinc finger, C2H2 type
Q9Y2Q1	229	251	Zinc finger, C2H2 type
Q9Y2Q1	257	279	Zinc finger, C2H2 type
Q9Y2Q1	316	338	Zinc finger, C2H2 type
Q9Y2Q1	344	366	Zinc finger, C2H2 type
Q9Y2Q1	372	394	Zinc finger, C2H2 type
Q9Y2Q1	431	453	Zinc finger, C2H2 type
Q9Y2Q1	459	481	Zinc finger, C2H2 type
Q9Y2Q1	487	509	Zinc finger, C2H2 type
Q9Y2Q1	515	537	Zinc finger, C2H2 type
Q9Y2Q1	3	44	KRAB box
Q5VU65	1564	1726	NUP210 Ig-like domain
Q5VU65	1170	1286	NUP210 Ig-like domain 13
Q5VU65	1307	1373	NUP210 Ig-like domain 14
Q5VU65	1375	1478	NUP210 Ig-like domain 15
Q5VU65	136	243	NUP210 Ig-like domain 2
Q5VU65	37	126	NUP210 Ig-like domain 1
Q5VU65	902	980	NUP210, Ig-like domain 9
Q5VU65	1481	1551	NUP210-like, Ig-like domain 16
Q5VU65	657	758	NUP210 Ig-like domain 7
Q5VU65	1082	1154	Bacterial Ig-like domain (group 2)
Q5VU65	366	443	NUP210 forth Ig-like domain
Q5VU65	467	545	NUP210 Ig-like domain 5
Q5VU65	549	636	NUP210-like, Ig-like domain 6
Q5VU65	785	877	NUP210 Ig-like domain 8
Q5VU65	252	356	NUP210 Ig-like domain 3
P30085	8	170	Adenylate kinase
Q03426	122	212	GHMP kinases N terminal domain
Q03426	296	349	GHMP kinases C terminal
Q9NTX9	95	327	FAM217 family
Q96QP1	1043	1229	Alpha-kinase family
Q30KQ8	53	83	Beta defensin
Q9Y5V0	39	61	Zinc-finger of C2H2 type
Q9Y5V0	1	37	Small EDRK-rich factor 1/2-like, N-terminal
Q8TF05	253	278	HEAT repeat
Q8TF05	453	481	Putative WW-binding domain and destruction box
Q96GL9	1	167	FAM163 family
Q6PK18	223	303	2OG-Fe(II) oxygenase superfamily
Q96HY7	260	498	Dehydrogenase E1 component
Q96HY7	776	918	2-oxoglutarate dehydrogenase C-terminal
Q96HY7	568	771	Transketolase, pyrimidine binding domain
Q16540	38	107	Ribosomal protein L23
Q04759	160	210	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q04759	232	283	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q04759	4	113	Protein kinase C delta/epsilon/eta/theta, C2 domain
Q04759	382	634	Protein kinase domain
Q04759	655	696	Protein kinase C terminal domain
Q8NHP6	328	430	MSP (Major sperm protein) domain
Q8NHP6	93	233	CRAL/TRIO domain
Q9H211	186	349	DNA replication factor CDT1 like
Q9H211	421	516	DNA replication factor Cdt1 C-terminal domain
Q9NXS3	25	131	BTB/POZ domain
Q9NXS3	320	373	Kelch motif
Q9NXS3	376	420	Kelch motif
Q9NXS3	423	465	Kelch motif
Q9NXS3	469	513	Kelch motif
Q9NXS3	515	555	Kelch motif
Q9NXS3	137	238	BTB And C-terminal Kelch
Q8IVL0	1911	2018	Neuron navigator 1-like, ubiquitin-like domain
Q8IVL0	2052	2134	ATPase family associated with various cellular activities (AAA)
Q8IVL0	2200	2307	NAV1-like, AAA+ ATPase lid domain
Q8IVL0	80	184	Calponin homology (CH) domain
P16452	247	349	Transglutaminase-like superfamily
P16452	8	124	Transglutaminase family
P16452	477	579	Transglutaminase family, C-terminal ig like domain
P16452	588	684	Transglutaminase family, C-terminal ig like domain
P46019	8	918	Glycosyl hydrolases family 15
P46019	1063	1207	Phosphorylase b kinase C-terminal domain
P56962	11	110	STX17-like, N-terminal domain
Q99439	166	190	Calponin family repeat
Q99439	206	230	Calponin family repeat
Q99439	245	268	Calponin family repeat
Q99439	29	131	Calponin homology (CH) domain
Q14320	197	337	XAP5, circadian clock regulator C-terminal domain
Q9UNE0	358	431	EDAR death domain
Q4KMG0	314	396	Immunoglobulin I-set domain
Q4KMG0	29	101	Immunoglobulin domain
Q4KMG0	230	294	Immunoglobulin domain
Q4KMG0	404	504	Immunoglobulin domain
Q4KMG0	590	666	Fibronectin type III domain
Q4KMG0	723	809	Fibronectin type III domain
Q4KMG0	837	919	Fibronectin type III domain
Q9UK96	425	572	Right handed beta helix region
Q9UK96	724	871	Periplasmic copper-binding protein (NosD)
Q9UK96	6	50	F-box-like
Q8IV63	4	26	zinc-ribbon domain
Q8IV63	251	408	Protein kinase domain
P48357	126	233	Obesity receptor immunoglobulin like domain
P48357	431	532	Obesity receptor immunoglobulin like domain
P48357	330	427	Ig-like C2-type domain
P48357	238	324	Fibronectin type III domain
Q9H6T3	133	166	Tetratricopeptide repeat
Q9H6T3	202	234	Tetratricopeptide repeat
Q9H6T3	287	342	Tetratricopeptide repeat
Q9H6T3	352	382	Tetratricopeptide repeat
Q9H6T3	546	636	Potential Monad-binding region of RPAP3
Q96D96	226	273	C-terminal membrane-localisation domain of ion-channel, VCN1
Q96D96	100	216	Ion transport protein
P25929	57	320	7 transmembrane receptor (rhodopsin family)
Q5TKA1	126	231	DIRP
Q5TKA1	267	540	LIN9 C-terminal
P61960	3	77	Ubiquitin fold modifier 1 protein
Q969P0	39	148	Immunoglobulin V-set domain
Q969P0	447	595	IgSF3-like, immunoglobulin-like domain
O75915	4	150	PRA1 family protein
Q9UBF6	48	103	RING-H2 zinc finger domain
Q14527	243	721	SNF2-related domain
Q14527	61	153	HIRAN domain
Q14527	759	800	Zinc finger, C3HC4 type (RING finger)
Q14527	834	950	Helicase conserved C-terminal domain
Q53GG5	294	344	LIM domain
Q53GG5	8	80	PDZ domain
Q53GG5	184	267	Domain of unknown function (DUF4749)
P62166	99	172	EF-hand domain pair
P62166	68	90	EF hand domain
Q8NG48	713	747	Lines C-terminus
Q8NG48	193	542	Lines N-terminus
Q9ULH4	55	112	Leucine rich repeat
Q9ULH4	125	185	Leucine rich repeat
Q9ULH4	290	376	Immunoglobulin I-set domain
Q9ULH4	420	494	Fibronectin type III domain
Q0ZGT2	583	671	Immunoglobulin I-set domain
Q14003	290	547	Ion transport protein
Q14003	90	184	BTB/POZ domain
P17936	40	94	Insulin-like growth factor binding protein
P17936	213	285	Thyroglobulin type-1 repeat
Q96DV4	202	279	Phosphatidylethanolamine-binding protein
P61158	5	238	Actin
P61158	268	409	Actin
Q86XT2	22	164	Modifier of rudimentary (Mod(r)) protein
Q9H792	1478	1658	Protein kinase domain
O94769	343	405	Leucine rich repeat
O94769	487	547	Leucine rich repeat
O94769	103	157	von Willebrand factor type C domain
O94769	609	646	Leucine Rich repeats (2 copies)
O00585	29	90	Small cytokines (intecrine/chemokine), interleukin-8 like
Q68E01	85	492	Integrator complex subunit 3 N-terminal
Q68E01	583	974	Ints3-like, C-terminal HEAT repeats
P54792	478	660	Segment polarity protein dishevelled (Dsh) C terminal
P54792	252	335	PDZ domain
P54792	3	81	DIX domain
P54792	90	247	Dishevelled specific domain
P54792	403	472	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)
A6NHQ4	305	371	Elongin BC and Polycomb repressive complex 2-associated protein
Q9NXW2	110	171	DnaJ domain
Q9NXW2	267	366	Domain of unknown function (DUF1977)
Q8WUX9	20	106	CHMP7 N-terminal winged helix domain
Q8WUX9	243	404	Snf7
Q8WUX9	156	224	Charged multivesicular body protein 7, winged helix domain
Q96JK9	513	1136	Mastermind-like 1/3, transactivation domain 2
Q96JK9	68	124	MamL-1 domain
Q8NFM4	479	584	Adenylate cyclase, conserved domain
Q8NFM4	16	246	Adenylyl cyclase N-terminal extracellular and transmembrane region
Q8NFM4	265	426	Adenylate and Guanylate cyclase catalytic domain
Q8NFM4	865	1063	Adenylate and Guanylate cyclase catalytic domain
P01700	24	112	Immunoglobulin V-set domain
Q5GAN6	111	210	Pancreatic ribonuclease
P06340	115	196	Immunoglobulin C1-set domain
P06340	29	108	Class II histocompatibility antigen, alpha domain
O43915	261	273	CXCXC repeat
O43915	111	191	PDGF/VEGF domain
Q86SX6	54	119	Glutaredoxin
P34910	202	279	Protein EVI2B
Q92608	1395	1473	DHR-2, Lobe B
Q92608	1205	1334	DHR-2, Lobe A
Q92608	419	615	C2 domain in Dock180 and Zizimin proteins
Q92608	72	414	DOCK N-terminus
Q92608	626	1156	Dedicator of cytokinesis (DOCK) TPR region
Q92608	12	63	Variant SH3 domain
Q92608	1514	1615	DHR-2, Lobe C
A6NLX3	104	233	Cell cycle regulatory protein
O14978	507	529	Zinc-finger double domain
O14978	380	400	Zinc finger, C2H2 type
O14978	434	456	Zinc finger, C2H2 type
O14978	462	484	Zinc finger, C2H2 type
O14978	575	597	Zinc finger, C2H2 type
O14978	603	625	Zinc finger, C2H2 type
O14978	631	653	Zinc finger, C2H2 type
O14978	659	681	Zinc finger, C2H2 type
O14978	37	124	SCAN domain
O14978	219	256	KRAB box
P07311	11	97	Acylphosphatase
O15069	1414	1469	NAC domain
O15069	1527	1561	HYPK UBA domain
Q96SY0	404	511	Integrator complex subunit 14, alpha-helical domain
Q96SY0	3	117	von Willebrand factor type A domain
Q96SY0	209	356	Integrator complex subunit 14, beta-barrel domain
Q5VZQ5	1	175	Domain of unknown function with conserved HDNR motif
O14618	99	230	Copper/zinc superoxide dismutase (SODC)
O14618	16	71	Heavy-metal-associated domain
Q96A37	149	209	Drought induced 19 protein (Di19), zinc-binding
Q96A37	33	66	RING-type zinc-finger
Q96A37	93	124	C2HC Zing finger domain
Q7Z406	865	1945	Myosin tail
Q7Z406	108	788	Myosin head (motor domain)
Q7Z406	52	96	Myosin N-terminal SH3-like domain
Q9NVV2	1	127	Family of unknown function (DUF5538)
Q9NYF8	108	761	THRAP3/BCLAF1 family
P23219	222	571	Animal haem peroxidase
Q9BYW2	2475	2556	SRI (Set2 Rpb1 interacting) domain
Q9BYW2	1513	1547	AWS domain
Q9BYW2	2391	2420	WW domain
Q9BYW2	1561	1667	SET domain
Q52LR7	7	148	Enhancer of polycomb-like
Q52LR7	578	807	Enhancer of Polycomb C-terminus
Q9NRW1	15	173	Ras family
Q147X3	225	338	Acetyltransferase (GNAT) family
Q32MK0	518	770	Protein kinase domain
Q9Y2Q0	827	1078	Phospholipid-translocating P-type ATPase C-terminal
Q9Y2Q0	479	664	P-type ATPase, cytoplasmic domain N
Q9Y2Q0	131	194	P-type ATPase actuator domain
Q9Y2Q0	41	102	Phospholipid-translocating ATPase N-terminal
Q9Y5U9	5	82	Yos1-like
B3KNS4	46	101	Rec (regulator of expression encoded by corf) of HERV-K-113
Q9H8U3	19	36	A20-like zinc finger
Q9H8U3	158	196	AN1-like Zinc finger
Q9BQ08	23	110	Resistin
Q86SJ2	300	367	Immunoglobulin domain
Q86SJ2	94	153	Leucine rich repeat
O14654	238	331	PTB domain (IRS-1 type)
Q9UK76	1	59	Microtubule-Associated protein Jupiter
Q8IX03	8	37	WW domain
Q8IX03	55	84	WW domain
Q8IX03	296	429	WWC1-like, helical hairpin
Q8IX03	679	783	C2 domain
Q8NE79	41	266	POPDC1-3
Q9UK58	200	269	Cyclin-T2-like, C-terminal domain
Q9UK58	83	196	Cyclin, N-terminal domain
E9PKD4	22	243	Nuclear pore complex interacting protein (NPIP)
Q68D10	582	681	SPT2 chromatin protein
Q68D10	1	90	SPT2 N-terminal domain
Q8IX18	619	698	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q8IX18	463	491	Helicase associated domain (HA2), winged-helix
Q8IX18	60	216	DEAD/DEAH box helicase
Q8IX18	493	545	Helicase associated domain (HA2), ratchet-like
Q8IX18	268	400	Helicase conserved C-terminal domain
P50336	12	471	Flavin containing amine oxidoreductase
P33240	18	88	RNA recognition motif
P33240	113	191	Hinge domain of cleavage stimulation factor subunit 2
P33240	533	573	Transcription termination and cleavage factor C-terminal
Q92956	78	119	TNFR/NGFR cysteine-rich region
Q2M389	605	948	WASH complex subunit 7
Q2M389	32	603	WASH complex subunit 4, N-terminal
Q2M389	966	1135	WASH complex subunit 7, C-terminal
Q7Z4N2	842	1084	Ion transport protein
Q7Z4N2	1179	1234	Tetramerisation domain of TRPM
Q7Z4N2	70	335	SLOG in TRPM
Q7Z4N2	460	726	TRPM2-like domain
P55209	76	345	Nucleosome assembly protein (NAP)
O15540	8	131	Lipocalin / cytosolic fatty-acid binding protein family
Q9BYX7	3	375	Actin
Q5SSG8	464	551	Mucin, cleavage site, TM and cytoplasmic tail region
Q5SSG8	20	75	Tandem-repeating region of mucin, epiglycanin-like
Q5SSG8	76	136	Tandem-repeating region of mucin, epiglycanin-like
Q5SSG8	166	226	Tandem-repeating region of mucin, epiglycanin-like
Q5SSG8	316	376	Tandem-repeating region of mucin, epiglycanin-like
Q5SSG8	392	458	Tandem-repeating region of mucin, epiglycanin-like
Q9UHL9	128	202	GTF2I-like repeat
Q9UHL9	351	425	GTF2I-like repeat
Q9UHL9	565	639	GTF2I-like repeat
Q9UHL9	705	779	GTF2I-like repeat
Q9UHL9	802	874	GTF2I-like repeat
P46095	89	329	7 transmembrane receptor (rhodopsin family)
Q9UGP5	337	383	Fingers domain of DNA polymerase lambda
Q9UGP5	502	573	DNA polymerase beta thumb
Q9UGP5	386	495	DNA polymerase beta palm
Q9UGP5	251	322	Helix-hairpin-helix domain
Q0P5N6	2	167	ADP-ribosylation factor family
O15034	189	230	Variant SH3 domain
O15034	853	914	Variant SH3 domain
O15034	957	1017	Variant SH3 domain
O15034	485	586	RIMBP2-like, immunoglobulin-like domain
O15034	393	467	Fibronectin type III domain
Q13425	331	436	PH domain
Q13425	442	538	Syntrophin C-terminal PH domain
Q13425	116	194	PDZ domain
Q13425	240	297	PH domain
Q8IX05	47	154	Lectin C-type domain
A6NIE9	68	305	Trypsin
P04637	319	357	P53 tetramerisation motif
P04637	100	288	P53 DNA-binding domain
P04637	6	30	P53 transactivation motif
P04637	35	59	Transactivation domain 2
Q9NVS9	206	261	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
Q9NVS9	75	194	Pyridoxamine 5'-phosphate oxidase
I3L1E1	1	186	piRNA-mediated silencing protein C19orf84
P78549	192	215	Helix-hairpin-helix motif
P78549	127	263	HhH-GPD superfamily base excision DNA repair protein
Q8TB52	610	724	F-box
Q8TB52	7	99	TRAF-like zinc-finger
Q8NBZ7	5	78	UDP-glucuronate decarboxylase N-terminal
Q8NBZ7	92	386	GDP-mannose 4,6 dehydratase
Q01196	52	179	Runt domain
Q01196	362	453	Runx inhibition domain
P15170	314	381	Elongation factor Tu domain 2
P15170	393	491	GTP-eEF1A C-terminal domain-like
P15170	72	271	Elongation factor Tu GTP binding domain
P62140	8	55	Serine-threonine protein phosphatase N-terminal domain
P62140	58	250	Calcineurin-like phosphoesterase
B4DU55	13	54	KRAB box
B4DU55	204	226	Zinc finger, C2H2 type
B4DU55	232	254	Zinc finger, C2H2 type
B4DU55	260	282	Zinc finger, C2H2 type
B4DU55	288	310	Zinc finger, C2H2 type
B4DU55	316	338	Zinc finger, C2H2 type
B4DU55	344	366	Zinc finger, C2H2 type
B4DU55	372	394	Zinc finger, C2H2 type
B4DU55	400	422	Zinc finger, C2H2 type
B4DU55	428	450	Zinc finger, C2H2 type
B4DU55	456	478	Zinc finger, C2H2 type
B4DU55	484	506	Zinc finger, C2H2 type
B4DU55	526	551	Zinc-finger double domain
Q96B42	17	132	Transmembrane protein 18
Q99575	172	257	Ribonucleases P/MRP protein subunit POP1, N-terminal
Q99575	855	1024	POP1 C-terminal domain
Q99575	617	708	POPLD (NUC188) domain
Q9NY87	1	94	Sperm protein associated with nucleus, mapped to X chromosome
P81172	33	84	Hepcidin
P26927	110	186	Kringle domain
P26927	191	268	Kringle domain
P26927	283	361	Kringle domain
P26927	370	448	Kringle domain
P26927	489	704	Trypsin
P26927	26	105	PAN domain
Q8TDJ6	170	197	WD domain, G-beta repeat
Q8TDJ6	2933	2969	WD domain, G-beta repeat
Q8TDJ6	1144	1376	RAVE protein 1 C terminal
Q8TDJ6	1497	1903	RAVE protein 1 C terminal
Q8NGY0	48	318	Olfactory receptor
O15315	6	60	XRCC3/RpoA-like, helix-hairpin-helix domain
O15315	83	342	Rad51
Q5T197	644	686	E3 ubiquitin-protein ligase DCST1-like, C-terminal RING domain
Q5T197	405	595	DC-STAMP-like protein
Q5T197	121	201	Dcst2 domain
Q6DWJ6	44	285	7 transmembrane receptor (rhodopsin family)
Q8NCJ5	80	197	SPRY domain
Q8NCJ5	259	331	SPRY domain
Q495B1	123	144	Ankyrin repeat
Q495B1	259	287	Ankyrin repeat
Q495B1	19	118	Ankyrin repeats (3 copies)
Q495B1	163	253	Ankyrin repeats (3 copies)
Q495B1	305	378	Ankyrin repeats (3 copies)
P22304	38	415	Sulfatase
Q9HCE3	1199	1227	zinc-finger C2H2-type
Q9HCE3	638	682	ZNF592-like C2H2 zinc finger
Q9HCE3	1265	1286	C2H2-type zinc finger
P24387	53	177	Corticotropin-releasing factor binding protein N-terminal domain
P24387	185	307	Corticotropin-releasing factor binding protein C-terminal domain
O15534	373	457	PAS fold
O15534	218	342	Period circadian protein homolog 3-like, PAS-A domain
O15534	131	188	Period circadian protein homolog bHLH-like domain
O15534	1032	1202	Period circadian-like, C-terminal
Q6UWD8	1	223	Domain of unknown function (DUF4689)
Q96SI1	167	263	BTB/POZ domain-containing protein KCTD1/15, C-terminal domain
Q96SI1	58	146	BTB/POZ domain
P54750	218	438	3'5'-cyclic nucleotide phosphodiesterase
P54750	73	133	3'5'-cyclic nucleotide phosphodiesterase N-terminal
Q3KNW5	39	212	Sodium Bile acid symporter family
Q9H479	21	309	Fructosamine kinase
P31040	513	664	Fumarate reductase flavoprotein C-term
P31040	63	457	FAD binding domain
