Accession_number	Region	Region_length
Q92560	[527, 548]	22
Q96EY1	[60, 76]	17
Q96PV6	[287, 312]	26
Q9H9D4	[347, 629]	283
Q9HAU8	[52, 74]	23
Q9HAU8	[120, 141]	22
B4E2M5	[126, 164]	39
O75771	[288, 304]	17
O95025	[530, 594]	65
P08235	[127, 144]	18
P08235	[434, 451]	18
P08235	[472, 492]	21
P22455	[25, 79]	55
P26651	[101, 171]	71
P62324	[125, 161]	37
P78539	[70, 194]	125
Q687X5	[0, 17]	18
Q6ZN54	[237, 305]	69
Q86UE3	[154, 278]	125
Q86UE3	[291, 482]	192
Q86UE3	[518, 835]	318
Q8IZP1	[467, 500]	34
Q8N1G2	[128, 178]	51
Q8ND24	[632, 702]	71
Q96P26	[42, 93]	52
Q9P2G3	[608, 627]	20
Q9Y2T5	[324, 346]	23
Q9Y4P8	[366, 399]	34
O43543	[247, 277]	31
O95196	[356, 428]	73
P10075	[180, 375]	196
P24394	[317, 368]	52
P24394	[705, 739]	35
P47928	[30, 84]	55
P52824	[93, 268]	176
P52824	[343, 362]	20
P61236	[0, 36]	37
Q6A162	[2, 114]	113
Q6A162	[393, 430]	38
Q6ZMT9	[399, 433]	35
Q86WA8	[273, 296]	24
Q86XF7	[84, 233]	150
Q8NEK5	[79, 532]	454
Q8TBJ5	[125, 162]	38
Q8TBJ5	[180, 206]	27
Q8TBJ5	[270, 431]	162
Q8WVZ1	[227, 253]	27
Q96L21	[186, 210]	25
Q96NC0	[49, 123]	75
Q99944	[92, 200]	109
Q9BX82	[158, 623]	466
Q9NUX5	[303, 369]	67
Q9UKC9	[395, 422]	28
A0AAQ5BIG5	[601, 670]	70
O00300	[24, 199]	176
O43298	[345, 460]	116
O75569	[273, 301]	29
P48960	[15, 274]	260
P78413	[5, 69]	65
Q13501	[0, 45]	46
Q13501	[102, 180]	79
Q86Y38	[268, 310]	43
Q86Y38	[912, 944]	33
Q8IYM9	[0, 15]	16
Q8IYM9	[41, 117]	77
Q8NFM7	[513, 538]	26
Q8NFM7	[548, 604]	57
Q8TEY5	[17, 89]	73
Q8TEY5	[101, 211]	111
Q969W8	[161, 417]	257
Q9H160	[205, 266]	62
Q9H1R2	[156, 186]	31
Q9H1R2	[200, 232]	33
Q9H7R0	[110, 625]	516
Q9NR11	[269, 477]	209
Q9Y508	[20, 224]	205
H0Y7S4	[128, 144]	17
O60883	[423, 438]	16
O75593	[292, 332]	41
O95218	[3, 108]	106
P05305	[86, 171]	86
P10721	[135, 160]	26
P14373	[0, 142]	143
Q02297	[172, 240]	69
Q5VT99	[26, 53]	28
Q6UXL0	[269, 304]	36
Q6ZN84	[216, 239]	24
Q6ZN84	[314, 346]	33
Q6ZN84	[604, 635]	32
Q8TB52	[334, 353]	20
Q8TB52	[711, 744]	34
Q96NE9	[559, 621]	63
Q99743	[199, 217]	19
Q9BSY4	[0, 92]	93
Q9BTE7	[20, 44]	25
Q9HBJ0	[107, 175]	69
Q9UIL8	[187, 221]	35
Q9Y5E8	[763, 781]	19
O14944	[37, 62]	26
O43300	[20, 42]	23
O43300	[492, 515]	24
P04035	[433, 454]	22
P04035	[868, 886]	19
P28069	[16, 39]	24
P31639	[596, 625]	30
Q01546	[488, 510]	23
Q15937	[63, 81]	19
Q15937	[186, 497]	312
Q5SQH8	[94, 125]	32
Q6P1Q9	[110, 141]	32
Q6P461	[11, 39]	29
Q7Z6M4	[13, 73]	61
Q99726	[371, 386]	16
Q9H2G4	[407, 431]	25
Q9HBT7	[25, 65]	41
Q9HBT7	[331, 758]	428
Q9UL52	[149, 187]	39
Q9ULM2	[111, 228]	118
Q9ULM2	[267, 424]	158
Q9ULM2	[459, 523]	65
B2RU33	[39, 126]	88
O15143	[323, 369]	47
O75157	[159, 207]	49
P0CF51	[87, 104]	18
P18146	[338, 420]	83
P29590	[173, 236]	64
Q15306	[198, 245]	48
Q6UWU4	[131, 165]	35
Q6UY11	[0, 259]	260
Q6ZUV0	[230, 251]	22
Q8N0V4	[30, 53]	24
Q8N568	[281, 299]	19
Q8N568	[644, 714]	71
Q8NG50	[249, 271]	23
Q8NI77	[726, 760]	35
Q96K62	[400, 505]	106
Q96N38	[42, 58]	17
Q96N38	[74, 512]	439
Q9H3U7	[25, 150]	126
Q9H3U7	[301, 330]	30
Q9UIH9	[9, 33]	25
Q9UIH9	[49, 89]	41
Q9UIH9	[267, 282]	16
Q9UIH9	[303, 402]	100
Q9Y458	[456, 487]	32
Q9Y4L5	[4, 94]	91
O15213	[161, 177]	17
O15460	[275, 311]	37
P02760	[325, 351]	27
P57081	[31, 49]	19
Q15048	[99, 167]	69
Q66K64	[252, 283]	32
Q6ICH7	[97, 113]	17
Q6UWV2	[207, 234]	28
Q6UXN8	[16, 52]	37
Q6UXN8	[88, 119]	32
Q7Z7J5	[80, 151]	72
Q86XU0	[200, 573]	374
Q8NDZ0	[283, 300]	18
Q8NDZ0	[569, 586]	18
Q96DN2	[43, 270]	228
Q96DN2	[381, 753]	373
Q96GM8	[444, 472]	29
Q96QU6	[17, 56]	40
Q9GZR2	[222, 253]	32
Q9NT99	[54, 84]	31
Q9NUG4	[337, 413]	77
Q9P2N6	[87, 123]	37
Q9UNL4	[183, 248]	66
Q9Y4I5	[57, 77]	21
Q9Y4I5	[93, 129]	37
Q9Y4I5	[140, 270]	131
Q9Y4I5	[291, 425]	135
Q9Y4I5	[439, 506]	68
Q9Y6Q1	[5, 26]	22
O00409	[206, 231]	26
O75828	[240, 265]	26
P16035	[192, 218]	27
P28328	[231, 256]	26
P29558	[166, 257]	92
P33981	[457, 503]	47
P52744	[25, 261]	237
Q3SY56	[225, 336]	112
Q53H76	[423, 455]	33
Q68G74	[64, 84]	21
Q8N8C0	[0, 122]	123
Q8NI17	[587, 603]	17
Q969J2	[137, 218]	82
Q969J2	[316, 459]	144
Q969J2	[482, 541]	60
Q96HE7	[23, 49]	27
Q9HBE1	[3, 27]	25
Q9HBE1	[288, 323]	36
Q9HBE1	[347, 530]	184
Q9Y2G2	[58, 81]	24
Q9Y2G2	[135, 160]	26
C9J069	[662, 681]	20
E7ETH6	[47, 172]	126
E7ETH6	[198, 401]	204
O75106	[719, 755]	37
O95267	[647, 662]	16
P19113	[486, 505]	20
P19113	[538, 571]	34
P19113	[632, 661]	30
P53004	[279, 295]	17
Q14588	[197, 407]	211
Q14588	[448, 685]	238
Q5VT98	[128, 143]	16
Q7L590	[425, 457]	33
Q7Z5U6	[4, 26]	23
Q8NFZ5	[402, 428]	27
Q8WU17	[581, 598]	18
Q8WWZ8	[149, 267]	119
Q9NS39	[189, 216]	28
Q9NSB2	[514, 540]	27
Q9NZL6	[632, 657]	26
Q9P2J3	[3, 22]	20
Q9UN36	[311, 329]	19
Q9Y2Y1	[0, 88]	89
A0A0J9YXQ4	[304, 328]	25
Q16538	[341, 416]	76
Q5VXH5	[115, 144]	30
Q86W42	[305, 333]	29
Q96NG5	[89, 129]	41
Q96NG5	[143, 401]	259
Q9BYZ6	[330, 349]	20
Q9N2K0	[211, 280]	70
