accession	start	end	domain
P24278	177	268	Classic Zinc Finger
P24278	1	137	Potassium Channel Kv1.1; Chain A
P24278	336	395	Classic Zinc Finger
P43354	255	353	Erythroid Transcription Factor GATA-1, subunit A
P43354	354	598	Retinoid X Receptor
Q8TC99	174	289	Immunoglobulins
Q9UJV9	406	569	P-loop containing nucleotide triphosphate hydrolases
Q9UJV9	169	402	P-loop containing nucleotide triphosphate hydrolases
Q9UGI8	220	297	Cysteine Rich Protein
Q9UGI8	298	357	Cysteine Rich Protein
Q9UGI8	358	421	Cysteine Rich Protein
O00203	37	637	Leucine-rich Repeat Variant
Q9UHV9	21	128	-
O43174	34	493	Cytochrome P450
Q96CW1	161	430	Mu homology domain, subdomain B
Q96CW1	1	141	-
Q96CW1	285	432	Mu homology domain, subdomain B
P19532	356	438	Helix-loop-helix DNA-binding domain
Q9H2J4	84	217	Glutaredoxin
P15311	511	585	-
P15311	4	82	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
P15311	297	346	-
P15311	201	296	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P15311	83	199	-
O00458	65	329	Leucine-rich Repeat Variant
Q6ZMZ3	538	747	-
Q6ZMZ3	139	404	-
Q6ZMZ3	6	119	-
P06681	21	86	Complement Module, domain 1
P06681	147	205	Complement Module, domain 1
P06681	244	461	von Willebrand factor, type A domain
P06681	87	145	Complement Module, domain 1
P06681	462	580	Trypsin-like serine proteases
P06681	581	752	Trypsin-like serine proteases
A0A0A0MS06	13	115	Immunoglobulins
Q6QNK2	363	556	-
Q6QNK2	557	842	Rhodopsin 7-helix transmembrane proteins
Q6QNK2	90	255	-
Q9H5I1	48	108	-
Q9H5I1	132	372	SET domain
Q4AC94	1632	1763	C2 domain
Q9UHI8	710	854	-
Q9UHI8	855	910	Thrombospondin type-1 (TSP1) repeat
Q9UHI8	911	966	Thrombospondin type-1 (TSP1) repeat
Q9UHI8	253	473	Collagenase (Catalytic Domain)
Q9UHI8	557	613	Thrombospondin type-1 (TSP1) repeat
Q9UHI8	474	551	-
Q8IZU9	418	517	Immunoglobulins
Q8IZU9	149	249	Immunoglobulins
Q8IZU9	334	417	Immunoglobulins
Q8IZU9	250	331	Immunoglobulins
Q8IZU9	46	148	Immunoglobulins
Q8IVA1	6	86	Tetratricopeptide repeat domain
O75417	75	289	P-loop containing nucleotide triphosphate hydrolases
O75417	2090	2221	Taq DNA Polymerase; Chain T, domain 4
O75417	629	812	-
O75417	2311	2582	-
O75417	300	506	P-loop containing nucleotide triphosphate hydrolases
O75417	2334	2477	5' to 3' exonuclease, C-terminal subdomain
O75417	1832	2088	Ribonuclease H-like superfamily/Ribonuclease H
Q99687	265	331	Homeodomain-like
Q13636	4	195	P-loop containing nucleotide triphosphate hydrolases
Q96D03	49	184	RTP801-like
Q9GZZ7	190	250	GDNF binding domain
Q9Y3T6	11	82	R3H-like domain
Q9Y3T6	312	397	-
Q8NC67	293	337	Low-density Lipoprotein Receptor
Q8NC67	171	290	Spermadhesin, CUB domain
Q8NC67	41	162	Spermadhesin, CUB domain
Q17RG1	391	507	Potassium Channel Kv1.1; Chain A
Q17RG1	1	107	Potassium Channel Kv1.1; Chain A
Q7Z3D4	53	119	LysM domain
P62829	1	140	Ribosomal protein L14
A6NFN9	156	299	Ankyrin repeat-containing domain
A6NFN9	1	78	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q96AQ8	167	263	-
P23381	354	471	Tyrosyl-Transfer RNA Synthetase
P23381	1	62	S15/NS1, RNA-binding
P23381	76	353	HUPs
Q8NHC4	20	309	Rhodopsin 7-helix transmembrane proteins
Q9Y5P8	223	310	-
Q9Y5P8	311	483	EF-hand
Q9Y5P8	120	222	-
Q12967	360	649	Ras guanine-nucleotide exchange factors catalytic domain
Q12967	56	249	Son of sevenless (SoS) protein Chain: S domain 1
Q12967	772	892	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
A0A0B4J2E0	19	115	Immunoglobulins
O95944	17	130	Immunoglobulins
Q71RC2	107	204	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q6UWM7	34	517	Glycosidases
P12830	261	367	Cadherins
P12830	368	481	Cadherins
P12830	485	590	Cadherins
P12830	146	260	Cadherins
P12830	786	882	TCF3-CBD (Catenin binding domain)
P12830	591	702	Cadherins
P12830	30	117	Cadherins
Q9Y5S9	1	165	-
E9PGG2	138	212	Homeodomain-like
P50539	68	147	Helix-loop-helix DNA-binding domain
A1L3X4	1	49	Metallothionein Isoform II
Q92851	255	500	-
Q92851	16	112	Death Domain, Fas
Q92851	113	231	Death Domain, Fas
Q9UJW3	87	166	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UJW3	178	385	Vaccinia Virus protein VP39
Q8N907	88	189	Cystine-knot cytokines
Q9NZV7	172	231	-
Q9NZV7	464	490	Classic Zinc Finger
Q9NZV7	326	354	Classic Zinc Finger
Q9NZV7	401	437	Classic Zinc Finger
Q9NZV7	355	389	Classic Zinc Finger
Q9NZV7	491	527	Classic Zinc Finger
P20231	31	261	Trypsin-like serine proteases
P20231	43	267	Trypsin-like serine proteases
P10589	77	174	Erythroid Transcription Factor GATA-1, subunit A
P10589	179	421	Retinoid X Receptor
Q6UVJ0	2	194	Spindle assembly abnormal protein 6, N-terminal domain
Q9H9Y2	142	315	Probable brix-domain ribosomal biogenesis protein
P17050	18	307	Aldolase class I
P17050	314	411	Golgi alpha-mannosidase II
Q03431	174	496	Rhodopsin 7-helix transmembrane proteins
Q03431	29	173	GPCR, family 2, extracellular hormone receptor domain
Q6ZP01	767	899	-
Q96FE5	422	516	Immunoglobulins
Q96FE5	54	421	Ribonuclease Inhibitor
O60264	896	928	iswi atpase
O60264	929	1035	Homeodomain-like
O60264	734	840	ISWI, HAND domain
O60264	181	396	Tandem AAA-ATPase domain
O60264	841	895	Homeodomain-like
O60264	401	697	P-loop containing nucleotide triphosphate hydrolases
Q86XN6	490	517	Classic Zinc Finger
Q86XN6	545	571	Classic Zinc Finger
Q86XN6	407	435	Classic Zinc Finger
Q86XN6	295	322	Classic Zinc Finger
Q86XN6	463	489	Classic Zinc Finger
Q86XN6	631	658	Classic Zinc Finger
Q86XN6	269	294	Classic Zinc Finger
Q86XN6	323	350	Classic Zinc Finger
Q86XN6	518	544	Classic Zinc Finger
Q86XN6	659	686	Classic Zinc Finger
Q86XN6	687	714	Classic Zinc Finger
Q86XN6	715	745	Classic Zinc Finger
Q86XN6	436	462	Classic Zinc Finger
Q86XN6	603	630	Classic Zinc Finger
Q86XN6	241	268	Classic Zinc Finger
Q86XN6	2	58	-
Q86XN6	183	240	Classic Zinc Finger
Q86XN6	572	602	Classic Zinc Finger
Q86XN6	351	378	Classic Zinc Finger
Q86XN6	379	406	Classic Zinc Finger
Q9Y5Y9	1144	1270	Voltage-gated potassium channels. Chain C
Q9Y5Y9	1469	1594	Voltage-gated potassium channels. Chain C
Q9Y5Y9	1595	1726	-
Q9Y5Y9	655	769	Voltage-gated potassium channels. Chain C
Q9Y5Y9	235	436	-
Q9Y5Y9	778	919	-
Q9Y5Y9	1271	1457	-
Q9Y5Y9	1727	1845	EF-hand
Q9Y5Y9	1846	1875	iswi atpase
Q9Y5Y9	122	230	Voltage-gated potassium channels. Chain C
P13716	2	330	Aldolase class I
O43448	77	402	NADP-dependent oxidoreductase domain
Q6PJ69	90	145	Classic Zinc Finger
Q6PJ69	2	76	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6PJ69	316	502	-
O76100	17	309	Rhodopsin 7-helix transmembrane proteins
P12104	1	131	-
P04808	20	185	Insulin-like
A6NNZ2	264	373	Tubulin/FtsZ, C-terminal domain
A6NNZ2	1	263	Tubulin/FtsZ, GTPase domain
A6NNZ2	374	430	Helix hairpin bin
Q9UNI1	31	252	Trypsin-like serine proteases
Q9UNI1	21	245	Trypsin-like serine proteases
P04798	31	512	Cytochrome P450
Q6T4R5	100	183	-
Q5TZF3	7	163	Ankyrin repeat-containing domain
Q5TZF3	164	242	-
P22914	89	178	Crystallins
P22914	1	88	Crystallins
Q5VST9	5685	5887	Dbl homology (DH) domain
Q5VST9	4523	4634	Immunoglobulins
Q5VST9	3537	3624	Immunoglobulins
Q5VST9	3801	3887	Immunoglobulins
Q5VST9	6547	6757	Transferase(Phosphotransferase) domain 1
Q5VST9	4248	4339	Immunoglobulins
Q5VST9	7551	7646	Immunoglobulins
Q5VST9	7	102	Immunoglobulins
Q5VST9	3361	3448	Immunoglobulins
Q5VST9	3004	3094	Immunoglobulins
Q5VST9	4433	4522	Immunoglobulins
Q5VST9	4635	4712	Immunoglobulins
Q5VST9	2467	2556	Immunoglobulins
Q5VST9	2826	2916	Immunoglobulins
Q5VST9	6462	6545	Phosphorylase Kinase; domain 1
Q5VST9	1809	1895	Immunoglobulins
Q5VST9	3714	3800	Immunoglobulins
Q5VST9	800	887	Immunoglobulins
Q5VST9	2648	2733	Immunoglobulins
Q5VST9	2917	3003	Immunoglobulins
Q5VST9	3890	3976	Immunoglobulins
Q5VST9	703	797	Immunoglobulins
Q5VST9	888	977	Immunoglobulins
Q5VST9	978	1068	Immunoglobulins
Q5VST9	1069	1161	Immunoglobulins
Q5VST9	1162	1253	Immunoglobulins
Q5VST9	1254	1345	Immunoglobulins
Q5VST9	1346	1437	Immunoglobulins
Q5VST9	1438	1529	Immunoglobulins
Q5VST9	1530	1621	Immunoglobulins
Q5VST9	1622	1713	Immunoglobulins
Q5VST9	5598	5668	SH3 Domains
Q5VST9	7460	7550	Immunoglobulins
Q5VST9	103	208	Immunoglobulins
Q5VST9	5120	5221	Immunoglobulins
Q5VST9	6011	6105	Immunoglobulins
Q5VST9	6106	6203	Immunoglobulins
Q5VST9	4340	4432	Immunoglobulins
Q5VST9	3626	3710	Immunoglobulins
Q5VST9	330	421	Immunoglobulins
Q5VST9	422	510	Immunoglobulins
Q5VST9	608	702	Immunoglobulins
Q5VST9	1896	1985	Immunoglobulins
Q5VST9	1986	2074	Immunoglobulins
Q5VST9	2075	2164	Immunoglobulins
Q5VST9	2165	2250	Immunoglobulins
Q5VST9	2251	2288	Immunoglobulins
Q5VST9	2289	2377	Immunoglobulins
Q5VST9	2378	2466	Immunoglobulins
Q5VST9	2557	2647	Immunoglobulins
Q5VST9	3095	3181	Immunoglobulins
Q5VST9	3977	4066	Immunoglobulins
Q5VST9	4067	4156	Immunoglobulins
Q5VST9	4157	4247	Immunoglobulins
Q5VST9	5888	6009	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q5VST9	7667	7955	Transferase(Phosphotransferase) domain 1
Q5VST9	3273	3359	Immunoglobulins
Q5VST9	3449	3536	Immunoglobulins
Q5VST9	6346	6448	Immunoglobulins
Q5VST9	3182	3272	Immunoglobulins
Q5VST9	1714	1808	Immunoglobulins
Q5VST9	2734	2825	Immunoglobulins
Q5VST9	5255	5362	Immunoglobulins
Q5VST9	4885	4993	Immunoglobulins
Q5VST9	5363	5472	Immunoglobulins
Q5VST9	241	329	Immunoglobulins
Q5VST9	511	607	Immunoglobulins
Q9UJN7	162	187	Classic Zinc Finger
Q9UJN7	302	329	Classic Zinc Finger
Q9UJN7	330	358	Classic Zinc Finger
Q9UJN7	135	161	Classic Zinc Finger
Q9UJN7	188	214	Classic Zinc Finger
Q9UJN7	215	244	Classic Zinc Finger
Q9UJN7	107	134	Classic Zinc Finger
Q9UJN7	245	273	Classic Zinc Finger
Q9UJN7	274	301	Classic Zinc Finger
O75461	136	239	-
O75461	58	130	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
O75586	6	133	Mediator complex, subunit Med6
P21127	521	754	Transferase(Phosphotransferase) domain 1
P21127	425	520	Phosphorylase Kinase; domain 1
Q9Y6R4	1336	1608	Transferase(Phosphotransferase) domain 1
O60706	1296	1548	P-loop containing nucleotide triphosphate hydrolases
O60706	648	940	P-loop containing nucleotide triphosphate hydrolases
O60706	263	613	ABC transporter type 1, transmembrane domain
O60706	957	1292	ABC transporter type 1, transmembrane domain
Q92858	155	221	Helix-loop-helix DNA-binding domain
Q16690	2	143	Rhodanese-like domain
Q16690	175	320	Protein tyrosine phosphatase superfamily
Q9ULD6	197	286	-
P16562	201	241	Crisp domain
P16562	27	200	CAP
Q96L12	274	362	-
Q96L12	12	242	-
Q16873	1	150	Membrane associated eicosanoid/glutathione metabolism-like domain
P12110	604	814	von Willebrand factor, type A domain
P12110	819	1019	von Willebrand factor, type A domain
P12110	559	603	6-Phosphogluconate Dehydrogenase, domain 3
P12110	30	241	von Willebrand factor, type A domain
Q15758	43	493	Sodium:dicarboxylate symporter
Q8WWQ2	76	450	Glycosidases
P55075	44	204	-
Q15323	93	206	Vasodilator-stimulated phosphoprotein
Q15323	287	367	-
Q15323	220	286	Single helix bin
Q2VWP7	410	512	Immunoglobulins
Q2VWP7	713	814	Immunoglobulins
Q2VWP7	815	928	Immunoglobulins
Q2VWP7	513	614	Immunoglobulins
Q2VWP7	132	231	Immunoglobulins
Q2VWP7	232	320	Immunoglobulins
Q2VWP7	615	712	Immunoglobulins
Q2VWP7	37	131	Immunoglobulins
Q2VWP7	325	409	Immunoglobulins
Q96JL9	1	54	-
Q96JL9	197	256	-
Q96JL9	419	446	Classic Zinc Finger
Q96JL9	475	500	Classic Zinc Finger
Q96JL9	307	389	Classic Zinc Finger
Q96JL9	447	474	Classic Zinc Finger
Q96JL9	501	526	Classic Zinc Finger
Q96JL9	556	582	Classic Zinc Finger
Q96JL9	583	611	Classic Zinc Finger
Q96JL9	612	642	Classic Zinc Finger
Q96JL9	390	418	Classic Zinc Finger
Q96JL9	527	555	Classic Zinc Finger
Q16643	2	135	Severin
Q9BVS5	215	477	Vaccinia Virus protein VP39
Q9BVS5	142	214	-
O95389	195	260	Thrombospondin type-1 (TSP1) repeat
O95389	121	154	Complement Module, domain 1
Q8N4C7	199	292	-
Q8N4C7	48	170	-
O75112	606	663	Cysteine Rich Protein
O75112	1	84	-
O75112	664	726	Cysteine Rich Protein
O75112	535	605	Cysteine Rich Protein
P04406	150	316	Dihydrodipicolinate Reductase; domain 2
P04406	4	329	NAD(P)-binding Rossmann-like Domain
Q5T0T0	64	142	Zinc/RING finger domain, C3HC4 (zinc finger)
Q09161	290	481	-
Q09161	489	788	-
Q09161	1	289	-
Q8N5I4	38	326	NAD(P)-binding Rossmann-like Domain
P17693	206	308	Immunoglobulins
P17693	24	205	MHC class I-like antigen recognition-like
Q07065	305	480	-
Q8NI29	23	80	-
Q8NI29	102	279	Galactose-binding domain-like
Q13009	428	556	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q13009	1031	1233	Dbl homology (DH) domain
Q13009	1235	1395	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q13009	838	930	-
Q13009	557	670	-
Q05513	13	101	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q05513	115	183	-
Q05513	249	576	Phosphorylase Kinase; domain 1
Q05513	336	549	Transferase(Phosphotransferase) domain 1
P26885	17	137	-
P16581	22	181	Mannose-Binding Protein A, subunit A
P16581	182	240	Complement Module, domain 1
P16581	303	364	Complement Module, domain 1
P16581	366	428	Complement Module, domain 1
P16581	430	491	Complement Module, domain 1
P16581	492	549	Complement Module, domain 1
P16581	241	301	Complement Module, domain 1
Q9H112	33	138	-
Q6UXB8	25	200	CAP
O14990	1	83	-
O14990	84	166	-
Q8TCU3	8	446	Amino acid/polyamine transporter I
O75925	288	416	Zinc/RING finger domain, C3HC4 (zinc finger)
O75925	135	287	PINIT domain
O75925	1	65	SAP domain
Q96L33	30	210	P-loop containing nucleotide triphosphate hydrolases
Q99962	1	247	Arfaptin homology (AH) domain/BAR domain
Q99962	283	352	SH3 Domains
Q9H3M7	1	149	-
Q9H3M7	154	298	-
Q8N4G2	5	185	P-loop containing nucleotide triphosphate hydrolases
P80075	24	99	-
P0C7X4	1	146	-
Q6P575	47	251	Galactose-binding domain-like
P57729	3	183	P-loop containing nucleotide triphosphate hydrolases
Q9UNE7	142	223	-
Q9UNE7	224	303	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UNE7	24	139	Tetratricopeptide repeat domain
Q2WGN9	33	166	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q7Z4V0	480	535	Classic Zinc Finger
Q7Z4V0	536	592	Classic Zinc Finger
O15535	46	136	DNA breaking-rejoining enzymes
O15535	336	362	Classic Zinc Finger
O15535	280	307	Classic Zinc Finger
O15535	363	391	Classic Zinc Finger
O15535	250	279	Classic Zinc Finger
O15535	308	335	Classic Zinc Finger
P47872	126	413	Rhodopsin 7-helix transmembrane proteins
P47872	36	113	GPCR, family 2, extracellular hormone receptor domain
P27797	20	375	-
P27797	205	305	Calreticulin/calnexin, P domain
Q16617	2	158	-
P05813	121	215	Crystallins
P05813	27	120	Crystallins
Q99436	44	277	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1
P17021	182	215	Classic Zinc Finger
P17021	4	62	-
P17021	468	494	Classic Zinc Finger
P17021	411	438	Classic Zinc Finger
P17021	495	520	Classic Zinc Finger
P17021	521	549	Classic Zinc Finger
P17021	216	242	Classic Zinc Finger
P17021	243	269	Classic Zinc Finger
P17021	328	355	Classic Zinc Finger
P17021	439	467	Classic Zinc Finger
P17021	579	606	Classic Zinc Finger
P17021	607	634	Classic Zinc Finger
P17021	550	578	Classic Zinc Finger
P17021	300	327	Classic Zinc Finger
P17021	270	299	Classic Zinc Finger
P17021	635	662	Classic Zinc Finger
P17021	356	382	Classic Zinc Finger
P17021	383	410	Classic Zinc Finger
Q92542	233	506	Zn peptidases
P0DP06	9	118	Immunoglobulins
Q9NU02	328	403	EF-hand
Q9NU02	488	706	Ankyrin repeat-containing domain
Q9NU02	4	126	Ankyrin repeat-containing domain
Q9NU02	127	312	Ankyrin repeat-containing domain
P00156	1	379	Cytochrome Bc1 Complex; Chain C
Q86W10	30	504	Cytochrome P450
Q6NT04	75	133	Homeodomain-like
Q6NT04	4	54	Homeodomain-like
Q8NH08	24	317	Rhodopsin 7-helix transmembrane proteins
Q8NE28	107	301	Transferase(Phosphotransferase) domain 1
Q8NE28	16	106	Phosphorylase Kinase; domain 1
Q53S08	11	208	P-loop containing nucleotide triphosphate hydrolases
Q9UHD8	295	568	P-loop containing nucleotide triphosphate hydrolases
Q96GG9	1	54	DNA helicase RuvA subunit, C-terminal domain
Q96GG9	61	149	EF-hand
Q96GG9	150	259	Cullin, PONY binding domain
Q9NRD5	15	126	-
Q9NRD5	145	353	Arfaptin homology (AH) domain/BAR domain
P78356	25	203	Phosphatidylinositol Phosphate Kinase II Beta
P78356	204	321	2-Layer Sandwich
P78356	332	415	2-Layer Sandwich
Q9UBG0	174	230	Fibronectin, type II, collagen-binding
Q9UBG0	817	952	Mannose-Binding Protein A, subunit A
Q9UBG0	1255	1395	Mannose-Binding Protein A, subunit A
Q9UBG0	370	509	Mannose-Binding Protein A, subunit A
Q9UBG0	953	1111	Mannose-Binding Protein A, subunit A
Q9UBG0	40	173	-
Q9UBG0	232	368	Mannose-Binding Protein A, subunit A
Q9UBG0	666	816	Mannose-Binding Protein A, subunit A
Q9UBG0	519	648	Mannose-Binding Protein A, subunit A
Q9UBG0	1124	1244	Mannose-Binding Protein A, subunit A
B7ZBB8	193	353	Carbohydrate binding type-21 domain
Q16880	270	435	Glycogen Phosphorylase B;
Q16880	21	269	Glycogen Phosphorylase B;
P48023	129	281	-
Q93097	320	380	-
P46379	5	101	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
A0A589	19	114	Immunoglobulins
Q7Z3K3	558	620	Classic Zinc Finger
Q7Z3K3	478	557	Classic Zinc Finger
Q7Z3K3	1026	1079	Homeodomain-like
P26998	18	110	Crystallins
P26998	111	211	Crystallins
Q9P1V8	543	608	Transcription Factor, Ets-1
Q15391	7	313	Rhodopsin 7-helix transmembrane proteins
P55089	83	122	-
P45877	24	212	Cyclophilin-like
Q5T160	4	113	Arginyl tRNA synthetase N-terminal domain
Q5T160	457	578	Isoleucyl-tRNA Synthetase; Domain 1
Q5T160	122	455	HUPs
P85037	294	400	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
P85037	82	205	-
Q6ZMM2	357	481	-
Q6ZMM2	186	320	-
Q6ZMM2	44	97	Thrombospondin type-1 (TSP1) repeat
P07093	54	344	Antithrombin, subunit I, domain 2
P07093	362	398	Serpins superfamily
P07093	189	354	Alpha-1-antitrypsin, domain 1
Q9BTA9	111	180	-
A4D1S0	279	408	Mannose-Binding Protein A, subunit A
Q9HCS5	9	97	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q9HCS5	98	205	-
Q9HCS5	206	298	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q6ZUX3	755	990	Leucine-rich Repeat Variant
Q6ZUX3	485	712	Leucine-rich Repeat Variant
Q8WWF8	109	208	EF-hand
Q8WWF8	23	108	EF-hand
P58005	58	219	AhpD-like
P51955	1	51	Phosphorylase Kinase; domain 1
P51955	52	89	Phosphorylase Kinase; domain 1
P51955	90	290	Transferase(Phosphotransferase) domain 1
P55345	94	242	Vaccinia Virus protein VP39
P55345	244	433	Hnrnp arginine n-methyltransferase1
P55345	27	85	SH3 Domains
Q9Y6N5	46	360	FAD/NAD(P)-binding domain
Q9Y6N5	158	297	FAD/NAD(P)-binding domain
P22003	36	326	-
P22003	342	454	Cystine-knot cytokines
Q92913	53	212	-
P40197	286	476	Ribonuclease Inhibitor
P40197	18	283	Ribonuclease Inhibitor
A0A5F9ZHS7	39	98	-
Q9UBL3	379	598	-
Q9UBL3	95	271	-
P52657	54	109	Transcription factor IIA (TFIIA), beta-barrel domain
P52657	2	53	Transcription factor IIA gamma subunit, alpha-helical domain
Q6ZMY9	180	203	Classic Zinc Finger
Q6ZMY9	260	286	Classic Zinc Finger
Q6ZMY9	422	447	Classic Zinc Finger
Q6ZMY9	9	62	-
Q6ZMY9	204	228	Classic Zinc Finger
Q6ZMY9	287	313	Classic Zinc Finger
Q6ZMY9	314	347	Classic Zinc Finger
Q6ZMY9	448	481	Classic Zinc Finger
Q6ZMY9	367	393	Classic Zinc Finger
Q6ZMY9	229	259	Classic Zinc Finger
Q6ZMY9	394	421	Classic Zinc Finger
Q86SU0	21	169	Immunoglobulins
Q96CK0	549	582	Classic Zinc Finger
Q96CK0	583	611	Classic Zinc Finger
Q96CK0	499	523	Classic Zinc Finger
Q96CK0	524	548	Classic Zinc Finger
P01215	25	116	Cystine-knot cytokines
Q96D59	2	91	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H8M5	609	827	Jelly Rolls
Q9H8M5	429	584	CBS-domain
P80294	1	61	Metallothionein Isoform II
Q16478	412	556	Periplasmic binding protein-like II
Q16478	643	749	Periplasmic binding protein-like II
Q16478	617	783	Periplasmic binding protein-like II
Q16478	46	372	-
Q16478	141	391	-
Q9P2T1	1	345	Aldolase class I
Q9H2W2	73	148	Homeodomain-like
Q6ZTA4	612	767	-
Q6ZTA4	176	253	-
Q6ZTA4	1	60	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6ZTA4	293	366	Classic Zinc Finger
Q6ZTA4	507	607	Immunoglobulins
Q6ZTA4	394	451	-
P46939	876	1008	-
P46939	20	137	Calponin-like domain
P46939	3058	3118	-
P46939	2968	3049	EF-hand
P46939	138	261	Calponin-like domain
P46939	1128	1433	-
P46939	1436	1740	-
P46939	1870	2174	-
P46939	1015	1127	-
P46939	2804	2841	-
P46939	687	875	-
P46939	308	427	-
P46939	428	533	-
P46939	534	648	-
P46939	2229	2337	-
P46939	2338	2448	-
P46939	2449	2563	-
P46939	2564	2695	-
P46939	2696	2803	-
P46939	2877	2966	EF-hand
P23634	306	489	Calcium-transporting ATPase, transmembrane domain
P23634	70	288	Calcium-transporting ATPase, cytoplasmic transduction domain A
P23634	99	292	Calcium-transporting ATPase, transmembrane domain
P23634	800	1056	Calcium-transporting ATPase, transmembrane domain
P23634	673	799	HAD superfamily/HAD-like
P23634	523	672	Calcium-transporting ATPase, cytoplasmic domain N
Q9H3M9	13	171	-
Q9H3M9	27	71	S15/NS1, RNA-binding
Q9NPF4	125	287	-
Q9NPF4	5	307	-
P43320	104	205	Crystallins
P43320	5	103	Crystallins
Q9NQT4	25	235	GHMP Kinase, N-terminal domain
P02144	98	154	-
P02144	2	97	-
Q8TAI7	5	183	P-loop containing nucleotide triphosphate hydrolases
P57789	43	357	-
Q9H6D8	46	141	Immunoglobulins
P28161	87	191	-
P28161	4	209	Glutaredoxin
Q6P9G0	15	91	Cytochrome b5-like heme/steroid binding domain
Q96HZ4	88	137	-
Q96HZ4	20	79	Helix-loop-helix DNA-binding domain
Q96N95	45	136	DNA breaking-rejoining enzymes
Q96N95	303	331	Classic Zinc Finger
Q96N95	277	302	Classic Zinc Finger
Q96N95	242	276	Classic Zinc Finger
Q14254	45	161	Band 7 domain
Q05215	535	565	Classic Zinc Finger
Q05215	506	534	Classic Zinc Finger
Q05215	481	505	Classic Zinc Finger
Q9BXJ5	144	283	-
P10153	27	161	Ribonuclease A-like domain
P47870	22	239	Neurotransmitter-gated ion-channel ligand-binding domain
P47870	240	512	Neurotransmitter-gated ion-channel transmembrane domain
O14514	566	633	GPCR, family 2, extracellular hormone receptor domain
O14514	260	314	Thrombospondin type-1 (TSP1) repeat
O14514	408	461	Thrombospondin type-1 (TSP1) repeat
O14514	465	519	Thrombospondin type-1 (TSP1) repeat
O14514	758	940	-
O14514	941	1210	Rhodopsin 7-helix transmembrane proteins
O14514	521	565	Thrombospondin type-1 (TSP1) repeat
O14514	634	757	-
O14514	354	407	Thrombospondin type-1 (TSP1) repeat
Q9UI46	476	665	YVTN repeat-like/Quinoprotein amine dehydrogenase
